自TM,相手TM,球場,日付,HA,ナ,先,順,途,交,CB,捕逸,代点,守備,名前,打率,打数,得点,安打,打点,三振,四死,犠打,盗塁,失策,本塁打,1回,2回,3回,4回,5回,6回,7回,8回,9回,10回,11回,12回
広島,巨人,東京ドーム,4/11,1,1,1,1,,,0,0,0,(遊),田中広輔,.357,4,2,0,0,2,2,0,1,1,0,空三振,,一ゴロ,,四球,四球,遊ゴロ,,空三振,,,
広島,巨人,東京ドーム,4/11,1,1,2,2,,,0,0,0,(二),菊池涼介,.279,6,2,5,3,0,0,0,0,0,1,右安,,,中安,遊安,中安,左本(2),,三ゴロ,,,
広島,巨人,東京ドーム,4/11,1,1,3,3,,,0,0,0,(中),丸佳浩,.342,4,0,0,0,3,1,0,0,0,0,空三振,,,遊ゴロ,空三振,四球,空三振,,,,,
広島,巨人,東京ドーム,4/11,1,1,4,4,,,0,0,0,(右),鈴木誠也,.364,5,1,3,2,1,0,0,1,0,0,遊飛,,,左安,,左安/中２,,空三振,,,,
広島,巨人,東京ドーム,4/11,1,1,5,5,,打,0,0,0,(左),松山竜平,.000,2,1,0,0,0,1,0,0,0,0,,左飛,,左飛,,四球,,,,,,
広島,巨人,東京ドーム,4/11,1,1,,5,打,,0,0,0,打左,堂林翔太,.400,1,0,1,0,0,1,0,0,0,0,,,,,,四球,,中安,,,,
広島,巨人,東京ドーム,4/11,1,1,6,6,,投,0,0,0,(一),エルドレッド,.333,4,0,0,0,4,0,0,0,0,0,,空三振,,空三振,,空三振/空三振,,,,,,
広島,巨人,東京ドーム,4/11,1,1,,6,投,投,0,0,0,投,ヘーゲンズ,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
広島,巨人,東京ドーム,4/11,1,1,,6,投,投,0,0,0,投,中田廉,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
広島,巨人,東京ドーム,4/11,1,1,,6,投,投,0,0,0,投,薮田和樹,.000,1,0,0,0,1,0,0,0,0,0,,,,,,,,バ三振,,,,
広島,巨人,東京ドーム,4/11,1,1,,6,投,,0,0,0,投,今村猛,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
広島,巨人,東京ドーム,4/11,1,1,7,7,,,0,0,0,(三一),安部友裕,.280,5,2,2,1,1,0,0,0,1,0,,空三振,,,右飛,一野選,右安,右安,,,,
広島,巨人,東京ドーム,4/11,1,1,8,8,,打,0,0,0,(捕),石原慶幸,.250,2,0,1,0,1,0,0,0,0,0,,,見三振,,中安,,,,,,,
広島,巨人,東京ドーム,4/11,1,1,,8,打,守,0,0,0,打,新井貴浩,.324,1,0,0,0,0,0,0,0,0,0,,,,,,三ゴロ,,,,,,
広島,巨人,東京ドーム,4/11,1,1,,8,守,,0,0,0,捕,會澤翼,.105,1,0,0,0,0,0,1,0,0,0,,,,,,,投犠打,遊直,,,,
広島,巨人,東京ドーム,4/11,1,1,9,9,,打,0,0,0,(投),野村祐輔,.500,1,0,0,0,1,0,1,0,0,0,,,見三振,,投犠打,,,,,,,
広島,巨人,東京ドーム,4/11,1,1,,9,打,,0,0,2,打三,小窪哲也,.190,3,1,2,3,0,0,0,0,0,0,,,,,,右３,左安,,中飛,,,
広島,巨人,東京ドーム,4/12,1,1,1,1,,,0,0,0,(遊),田中広輔,.319,5,0,0,0,3,0,0,0,0,0,空三振,,一ゴロ,空三振,,空三振,,二飛,,,,
広島,巨人,東京ドーム,4/12,1,1,2,2,,,0,0,0,(二),菊池涼介,.271,5,1,1,0,0,0,0,0,0,0,遊ゴロ,,中２,三ゴロ,,,右飛,,遊ゴロ,,,
広島,巨人,東京ドーム,4/12,1,1,3,3,,,0,0,0,(中),丸佳浩,.341,3,1,1,0,0,2,0,1,0,0,遊ゴロ,,四球,,左安,,左飛,,四球,,,
広島,巨人,東京ドーム,4/12,1,1,4,4,,,0,0,0,(一),新井貴浩,.342,4,3,2,4,1,1,0,0,0,2,,左本(1),右本(3),,四球,,見三振,,中飛,,,
広島,巨人,東京ドーム,4/12,1,1,5,5,,,0,0,0,(右),鈴木誠也,.354,4,1,1,0,1,1,0,1,0,0,,遊ゴロ,空三振,,三併打,,,右安,四球,,,
広島,巨人,東京ドーム,4/12,1,1,6,6,,走,0,0,0,(左),エルドレッド,.394,3,2,3,3,0,1,0,0,0,2,,左本(1),右本(1),,中安,,,四球,,,,
広島,巨人,東京ドーム,4/12,1,1,,6,走,,0,0,0,走左,天谷宗一郎,.143,1,1,0,0,0,0,0,0,0,0,,,,,,,,,右飛,,,
広島,巨人,東京ドーム,4/12,1,1,7,7,,,0,0,0,(三),小窪哲也,.208,3,0,1,0,1,0,1,0,0,0,,空三振,中安,,右飛,,,一犠打,,,,
広島,巨人,東京ドーム,4/12,1,1,8,8,,打,0,0,0,(捕),會澤翼,.136,3,0,1,0,0,0,0,0,0,0,,右安,中飛,,,一ゴロ,,,,,,
広島,巨人,東京ドーム,4/12,1,1,,8,打,打,0,0,0,打,松山竜平,.000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
広島,巨人,東京ドーム,4/12,1,1,,8,打,投,0,0,2,打,堂林翔太,.500,1,0,1,2,0,0,0,0,0,0,,,,,,,,左２,,,,
広島,巨人,東京ドーム,4/12,1,1,,8,投,投,0,0,0,投,ジャクソン,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
広島,巨人,東京ドーム,4/12,1,1,,8,投,,0,0,0,投,薮田和樹,.000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
広島,巨人,東京ドーム,4/12,1,1,9,9,,打,0,0,0,(投),床田寛樹,.000,3,0,0,0,0,0,0,0,0,0,,遊飛,,三邪飛,,二ゴロ,,,,,,
広島,巨人,東京ドーム,4/12,1,1,,9,打,守,0,0,0,打,下水流昂,.000,1,0,0,0,1,0,0,0,0,0,,,,,,,,空三振,,,,
広島,巨人,東京ドーム,4/12,1,1,,9,守,,0,0,0,捕,石原慶幸,.250,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
広島,巨人,東京ドーム,4/13,1,1,1,1,,,0,0,0,(遊),田中広輔,.300,3,1,0,0,1,2,0,0,1,0,四球/投ゴロ,,空三振,,,遊ゴロ,,,四球,,,
広島,巨人,東京ドーム,4/13,1,1,2,2,,,0,0,0,(二),菊池涼介,.250,4,2,0,0,1,0,1,0,0,0,二ゴロ,空三振,,遊ゴロ,,,三ゴロ,,犠打失,,,
広島,巨人,東京ドーム,4/13,1,1,3,3,,,0,0,0,(中),丸佳浩,.370,5,2,3,2,1,0,0,0,0,0,二安,左安,,空三振,,,左飛,,右安,,,
広島,巨人,東京ドーム,4/13,1,1,4,4,,,0,0,0,(一),新井貴浩,.341,3,1,1,1,0,2,0,0,0,0,中安,四球,,三ゴロ,,,四球,,中飛,,,
広島,巨人,東京ドーム,4/13,1,1,5,5,,,0,0,0,(右),鈴木誠也,.358,5,2,2,1,1,0,0,0,0,0,左安,二ゴロ,,,空三振,,左飛,,左安,,,
広島,巨人,東京ドーム,4/13,1,1,6,6,,投,0,0,0,(左),エルドレッド,.389,3,0,1,1,2,2,0,0,0,0,左２,死球,,,四球,,,空三振,空三振,,,
広島,巨人,東京ドーム,4/13,1,1,,6,投,,0,0,0,投,今村猛,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
広島,巨人,東京ドーム,4/13,1,1,7,7,,打,0,0,0,(三),小窪哲也,.222,3,0,1,1,0,0,0,0,0,0,中安,二飛,,,遊併打,,,,,,,
広島,巨人,東京ドーム,4/13,1,1,,7,打,,0,0,0,打三,安部友裕,.296,2,1,1,1,0,0,0,0,0,0,,,,,,,,投直,中安,,,
広島,巨人,東京ドーム,4/13,1,1,8,8,,打,0,0,0,(捕),會澤翼,.160,3,0,1,0,0,0,0,0,0,0,中安,,左飛,,,二飛,,,,,,
広島,巨人,東京ドーム,4/13,1,1,,8,打,守,0,0,0,打,天谷宗一郎,.125,1,0,0,0,1,0,0,0,0,0,,,,,,,,空三振,,,,
広島,巨人,東京ドーム,4/13,1,1,,8,守,,0,0,0,捕,石原慶幸,.294,1,1,1,3,0,0,0,0,0,1,,,,,,,,,左本(3),,,
広島,巨人,東京ドーム,4/13,1,1,9,9,,投,0,0,0,(投),大瀬良大地,.000,3,0,0,0,2,0,0,0,0,0,遊ゴロ,,空三振,,,見三振,,,,,,
広島,巨人,東京ドーム,4/13,1,1,,9,投,打,0,0,0,投,ブレイシア,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
広島,巨人,東京ドーム,4/13,1,1,,9,打,打,0,0,1,打,松山竜平,.111,1,1,1,1,0,0,0,0,0,1,,,,,,,,,右本(1),,,
広島,巨人,東京ドーム,4/13,1,1,,9,打,,0,0,0,打左,堂林翔太,.429,1,0,0,0,0,0,0,0,0,0,,,,,,,,,投ゴロ,,,
広島,阪神,甲子園,4/14,1,1,1,1,,,0,0,0,(遊),田中広輔,.296,4,0,1,1,2,0,0,0,0,0,二ゴロ,,見三振,,,空三振,,左安,,,,
広島,阪神,甲子園,4/14,1,1,2,2,,,1,0,0,(二),菊池涼介,.286,4,1,3,0,1,0,0,0,0,0,左安,,,左２,,中安,,,空三振,,,
広島,阪神,甲子園,4/14,1,1,3,3,,,0,0,0,(中),丸佳浩,.360,4,0,1,0,0,0,0,1,0,0,左飛,,,遊飛,,遊併打,,,左安,,,
広島,阪神,甲子園,4/14,1,1,4,4,,走,0,0,0,(一),新井貴浩,.341,3,0,1,1,1,1,0,0,0,0,,一ゴロ,,中安,,,空三振,,四球,,,
広島,阪神,甲子園,4/14,1,1,,4,走,,0,0,0,走,上本崇司,-,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,
広島,阪神,甲子園,4/14,1,1,5,5,,,0,0,0,(右),鈴木誠也,.351,4,0,1,0,1,0,0,0,0,0,,中安,,二飛,,,中飛,,見三振,,,
広島,阪神,甲子園,4/14,1,1,6,6,,,0,0,0,(左),松山竜平,.077,4,0,0,0,2,0,0,0,0,0,,遊飛,,空三振,,,三ゴロ,,空三振,,,
広島,阪神,甲子園,4/14,1,1,7,7,,,0,0,0,(三),安部友裕,.300,3,1,1,0,0,0,0,0,0,0,,二ゴロ,,,左飛,,,中安,,,,
広島,阪神,甲子園,4/14,1,1,8,8,,打,0,0,0,(捕),石原慶幸,.316,2,0,1,0,1,0,0,0,0,0,,,中安,,見三振,,,,,,,
広島,阪神,甲子園,4/14,1,1,,8,打,投,0,0,0,打,天谷宗一郎,.111,1,0,0,0,1,0,0,0,0,0,,,,,,,,空三振,,,,
広島,阪神,甲子園,4/14,1,1,,8,投,,0,0,0,投,ヘーゲンズ,-,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,
広島,阪神,甲子園,4/14,1,1,9,9,,投,0,0,0,(投),加藤拓也,.000,2,0,0,0,1,0,0,0,0,0,,,投併打,,空三振,,,,,,,
広島,阪神,甲子園,4/14,1,1,,9,投,打,0,0,0,投,中田廉,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
広島,阪神,甲子園,4/14,1,1,,9,打,守,0,0,0,打,エルドレッド,.378,1,0,0,0,0,0,0,0,0,0,,,,,,,,二ゴロ,,,,
広島,阪神,甲子園,4/14,1,1,,9,守,,0,0,0,捕,會澤翼,.160,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
広島,阪神,甲子園,4/15,1,0,1,1,,,0,0,0,(遊),田中広輔,.305,5,1,2,1,2,0,0,0,0,0,中安/遊飛,,中安,,見三振,,,空三振,,,,
広島,阪神,甲子園,4/15,1,0,2,2,,,0,0,0,(二),菊池涼介,.283,4,1,1,0,1,0,1,0,0,0,捕犠野,中飛,右飛,,,見三振,,中３,,,,
広島,阪神,甲子園,4/15,1,0,3,3,,,0,0,0,(中),丸佳浩,.370,4,2,2,0,0,1,0,0,0,0,四球,中安,,中安,,左飛,,遊ゴロ,,,,
広島,阪神,甲子園,4/15,1,0,4,4,,,0,0,0,(右),鈴木誠也,.339,5,1,1,0,0,0,0,0,0,0,投失,二併打,,中飛,,左安,,投ゴロ,,,,
広島,阪神,甲子園,4/15,1,0,5,5,,,1,0,0,(三一),安部友裕,.314,5,1,2,0,2,0,0,0,0,0,空三振,,右２,二ゴロ,,空三振,,,右安,,,
広島,阪神,甲子園,4/15,1,0,6,6,,守,0,0,0,(一),エルドレッド,.366,4,0,1,2,3,1,0,0,0,0,死球,,空三振,左安,,,見三振,,空三振,,,
広島,阪神,甲子園,4/15,1,0,,6,守,,0,0,0,三,上本崇司,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
広島,阪神,甲子園,4/15,1,0,7,7,,打,0,0,0,(左),天谷宗一郎,.182,2,0,1,2,1,0,0,0,0,0,中安,,空三振,,,,,,,,,
広島,阪神,甲子園,4/15,1,0,,7,打,,0,0,0,打左,堂林翔太,.500,3,0,2,0,0,0,0,0,0,0,,,,三ゴロ,,,中安,,遊安,,,
広島,阪神,甲子園,4/15,1,0,8,8,,,0,0,0,(捕),石原慶幸,.261,4,1,0,0,2,1,0,0,0,0,空三振,,四球,,中飛,,一邪飛,,空三振,,,
広島,阪神,甲子園,4/15,1,0,9,9,,,0,0,0,(投),岡田明丈,.000,3,0,0,0,2,1,0,0,0,0,四球,,投失,,見三振,,空三振,,,,,
広島,阪神,甲子園,4/16,1,0,1,1,,,0,0,0,(遊),田中広輔,.302,4,1,1,0,1,0,0,0,0,0,中安,空三振,,二ゴロ,,,三ゴロ,,,,,
広島,阪神,甲子園,4/16,1,0,2,2,,,0,0,0,(二),菊池涼介,.281,4,0,1,0,0,0,0,0,0,0,左安,遊ゴロ,,,中飛,,,右飛,,,,
広島,阪神,甲子園,4/16,1,0,3,3,,,0,0,0,(中),丸佳浩,.368,3,0,1,0,1,1,0,1,0,0,遊ゴロ,,中安,,空三振,,,四球,,,,
広島,阪神,甲子園,4/16,1,0,4,4,,,0,0,0,(一),新井貴浩,.319,3,0,0,0,1,1,0,0,0,0,四球,,遊併打,,右飛,,,空三振,,,,
広島,阪神,甲子園,4/16,1,0,5,5,,,0,0,0,(右),鈴木誠也,.338,3,0,1,1,1,0,0,0,0,0,左犠飛,,左安,,,空三振,,一ゴロ,,,,
広島,阪神,甲子園,4/16,1,0,6,6,,,0,0,0,(左),エルドレッド,.364,3,0,1,0,0,1,0,0,0,0,四球,,左２,,,遊ゴロ,,,三ゴロ,,,
広島,阪神,甲子園,4/16,1,0,7,7,,打,0,0,0,(三),小窪哲也,.200,3,0,0,0,1,0,0,0,0,0,遊飛,,空三振,,,三ゴロ,,,,,,
広島,阪神,甲子園,4/16,1,0,,7,打,,0,0,0,打,安部友裕,.306,1,0,0,0,1,0,0,0,0,0,,,,,,,,,空三振,,,
広島,阪神,甲子園,4/16,1,0,8,8,,打,0,0,0,(捕),會澤翼,.179,3,0,1,0,1,0,0,0,0,0,,左安,,捕ゴロ,,,見三振,,,,,
広島,阪神,甲子園,4/16,1,0,,8,打,,0,0,0,打,松山竜平,.071,1,0,0,0,1,0,0,0,0,0,,,,,,,,,空三振,,,
広島,阪神,甲子園,4/16,1,0,9,9,,投,0,0,0,(投),九里亜蓮,.167,2,0,0,0,2,0,1,0,0,0,,捕犠打,,見三振,,,見三振,,,,,
広島,阪神,甲子園,4/16,1,0,,9,投,,0,0,0,投,薮田和樹,.000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
広島,ＤｅＮＡ,マツダスタジアム,4/18,0,1,1,1,,,0,0,0,(遊),田中広輔,.299,4,1,1,0,1,1,0,0,0,0,見三振,四球,,,中安,遊ゴロ,,中飛,,,,
広島,ＤｅＮＡ,マツダスタジアム,4/18,0,1,2,2,,,1,0,0,(二),菊池涼介,.319,5,0,4,1,0,0,0,0,0,0,右安,遊ゴロ,,,三安,右安,,中安,,,,
広島,ＤｅＮＡ,マツダスタジアム,4/18,0,1,3,3,,,0,0,0,(中),丸佳浩,.393,4,0,3,0,0,1,0,0,0,0,右安,,中２,,四球,左安,,中飛,,,,
広島,ＤｅＮＡ,マツダスタジアム,4/18,0,1,4,4,,走,0,0,0,(一),新井貴浩,.333,4,0,2,0,1,1,0,0,0,0,四球,,二ゴロ,,空三振,,三安,,中安,,,
広島,ＤｅＮＡ,マツダスタジアム,4/18,0,1,,4,走,,0,0,0,走,上本崇司,-,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,
広島,ＤｅＮＡ,マツダスタジアム,4/18,0,1,5,5,,,0,0,0,(右),鈴木誠也,.329,5,1,1,0,3,0,0,0,0,0,空三振,,空三振,,一邪飛,,空三振,,中安,,,
広島,ＤｅＮＡ,マツダスタジアム,4/18,0,1,6,6,,,0,0,0,(左),エルドレッド,.375,4,0,2,2,1,1,0,0,0,0,空三振,,右飛,,四球,,遊安,,中安,,,
広島,ＤｅＮＡ,マツダスタジアム,4/18,0,1,7,7,,,0,0,0,(三),小窪哲也,.176,4,0,0,0,1,0,1,0,0,0,,中飛,,遊飛,空三振,,遊ゴロ,,投犠打,,,
広島,ＤｅＮＡ,マツダスタジアム,4/18,0,1,8,8,,打,0,0,0,(捕),石原慶幸,.240,2,0,0,0,1,1,0,0,0,0,,四球,,見三振,,二ゴロ,,,,,,
広島,ＤｅＮＡ,マツダスタジアム,4/18,0,1,,8,打,守,0,0,0,打,松山竜平,.067,1,0,0,0,1,0,0,0,0,0,,,,,,,空三振,,,,,
広島,ＤｅＮＡ,マツダスタジアム,4/18,0,1,,8,守,,0,0,0,捕,會澤翼,.207,1,0,1,1,0,0,0,0,0,0,,,,,,,,,中安,,,
広島,ＤｅＮＡ,マツダスタジアム,4/18,0,1,9,9,,打,0,0,0,(投),野村祐輔,.400,1,0,0,0,1,0,1,0,0,0,,投犠打,,見三振,,,,,,,,
広島,ＤｅＮＡ,マツダスタジアム,4/18,0,1,,9,打,投,0,0,0,打,下水流昂,.125,1,1,1,0,0,0,0,0,0,0,,,,,,中２,,,,,,
広島,ＤｅＮＡ,マツダスタジアム,4/18,0,1,,9,投,打,0,0,0,投,薮田和樹,.000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
広島,ＤｅＮＡ,マツダスタジアム,4/18,0,1,,9,打,投,0,0,0,打,安部友裕,.297,1,0,0,0,0,0,0,0,0,0,,,,,,,,左飛,,,,
広島,ＤｅＮＡ,マツダスタジアム,4/18,0,1,,9,投,,0,0,0,投,中田廉,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
広島,ＤｅＮＡ,マツダスタジアム,4/19,0,1,1,1,,,0,0,0,(遊),田中広輔,.286,3,0,0,0,1,1,0,0,0,0,四球,,左飛,,,遊ゴロ,,空三振,,,,
広島,ＤｅＮＡ,マツダスタジアム,4/19,0,1,2,2,,,0,0,0,(二),菊池涼介,.315,4,0,1,0,0,0,0,0,0,0,中安,,,左飛,,左飛,,,二ゴロ,,,
広島,ＤｅＮＡ,マツダスタジアム,4/19,0,1,3,3,,,0,0,0,(中),丸佳浩,.369,4,0,0,0,0,0,0,0,0,0,二ゴロ,,,中飛,,,左邪飛,,二ゴロ,,,
広島,ＤｅＮＡ,マツダスタジアム,4/19,0,1,4,4,,,0,0,0,(一),新井貴浩,.315,3,0,0,0,0,1,0,0,0,0,遊併打,,,遊ゴロ,,,四球,,右飛,,,
広島,ＤｅＮＡ,マツダスタジアム,4/19,0,1,5,5,,,0,0,0,(右),鈴木誠也,.324,1,0,0,0,0,2,0,1,0,0,,中飛,,,四球,,四球,,,,,
広島,ＤｅＮＡ,マツダスタジアム,4/19,0,1,6,6,,,0,0,0,(左),エルドレッド,.353,3,0,0,0,2,0,0,0,0,0,,空三振,,,中飛,,空三振,,,,,
広島,ＤｅＮＡ,マツダスタジアム,4/19,0,1,7,7,,,0,0,0,(三),小窪哲也,.162,3,0,0,0,1,0,0,0,0,0,,投ゴロ,,,空三振,,遊ゴロ,,,,,
広島,ＤｅＮＡ,マツダスタジアム,4/19,0,1,8,8,,,0,0,0,(捕),會澤翼,.188,3,0,0,0,1,0,0,0,0,0,,,三ゴロ,,空三振,,,二直,,,,
広島,ＤｅＮＡ,マツダスタジアム,4/19,0,1,9,9,,投,0,0,0,(投),床田寛樹,.000,1,0,0,0,1,0,0,0,0,0,,,空三振,,,,,,,,,
広島,ＤｅＮＡ,マツダスタジアム,4/19,0,1,,9,投,打,0,0,0,投,ヘーゲンズ,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
広島,ＤｅＮＡ,マツダスタジアム,4/19,0,1,,9,打,投,0,0,0,打,下水流昂,.111,1,0,0,0,0,0,0,0,0,0,,,,,,投ゴロ,,,,,,
広島,ＤｅＮＡ,マツダスタジアム,4/19,0,1,,9,投,打,0,0,0,投,ブレイシア,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
広島,ＤｅＮＡ,マツダスタジアム,4/19,0,1,,9,打,投,0,0,0,打,堂林翔太,.455,1,0,0,0,1,0,0,0,0,0,,,,,,,,空三振,,,,
広島,ＤｅＮＡ,マツダスタジアム,4/19,0,1,,9,投,,0,0,0,投,中田廉,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
広島,ＤｅＮＡ,マツダスタジアム,4/20,0,1,1,1,,,0,0,0,(遊),田中広輔,.267,5,0,0,0,1,0,0,0,1,0,遊ゴロ,,二ゴロ,,左飛,,空三振,,,一ゴロ,,
広島,ＤｅＮＡ,マツダスタジアム,4/20,0,1,2,2,,,0,0,0,(二),菊池涼介,.308,5,0,1,0,1,0,0,0,0,0,投ゴロ,,,中安,,空三振,右飛,,,遊ゴロ,,
広島,ＤｅＮＡ,マツダスタジアム,4/20,0,1,3,3,,,0,0,0,(中),丸佳浩,.348,4,0,0,0,0,0,0,0,0,0,一ゴロ,,,左飛,,二ゴロ,,左飛,,,,
広島,ＤｅＮＡ,マツダスタジアム,4/20,0,1,4,4,,,1,0,0,(右),鈴木誠也,.324,3,0,1,0,0,1,0,0,0,0,,中安,,三飛,,三ゴロ,,死球,,,,
広島,ＤｅＮＡ,マツダスタジアム,4/20,0,1,5,5,,投,0,0,0,(左),松山竜平,.105,4,1,1,0,2,0,0,0,0,0,,二ゴロ,,見三振,,,左２,空三振,,,,
広島,ＤｅＮＡ,マツダスタジアム,4/20,0,1,,5,投,投,0,0,0,投,今村猛,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
広島,ＤｅＮＡ,マツダスタジアム,4/20,0,1,,5,投,投,0,0,0,投,飯田哲矢,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
広島,ＤｅＮＡ,マツダスタジアム,4/20,0,1,,5,投,,0,0,0,投,一岡竜司,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
広島,ＤｅＮＡ,マツダスタジアム,4/20,0,1,6,6,,,0,0,0,(一),エルドレッド,.364,4,1,2,0,0,0,0,0,0,0,,二飛,,,左安,,左安,,二飛,,,
広島,ＤｅＮＡ,マツダスタジアム,4/20,0,1,7,7,,,0,0,0,(三),安部友裕,.293,4,1,1,1,0,0,0,1,0,0,,遊ゴロ,,,中飛,,右安,,三邪飛,,,
広島,ＤｅＮＡ,マツダスタジアム,4/20,0,1,8,8,,打,0,0,0,(捕),會澤翼,.176,2,0,0,0,1,0,0,0,0,0,,,遊ゴロ,,空三振,,,,,,,
広島,ＤｅＮＡ,マツダスタジアム,4/20,0,1,,8,打,投,0,0,0,打,新井貴浩,.309,1,0,0,0,0,0,0,0,0,0,,,,,,,二飛,,,,,
広島,ＤｅＮＡ,マツダスタジアム,4/20,0,1,,8,投,守,0,0,0,投,ジャクソン,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
広島,ＤｅＮＡ,マツダスタジアム,4/20,0,1,,8,守,,0,0,0,左,天谷宗一郎,.167,1,0,0,0,0,0,0,0,0,0,,,,,,,,,遊ゴロ,,,
広島,ＤｅＮＡ,マツダスタジアム,4/20,0,1,9,9,,打,0,0,0,(投),大瀬良大地,.143,2,0,1,0,0,0,0,0,0,0,,,二ゴロ,,中安,,,,,,,
広島,ＤｅＮＡ,マツダスタジアム,4/20,0,1,,9,打,走,0,0,2,打,小窪哲也,.184,1,0,1,2,0,0,0,0,0,0,,,,,,,右安,,,,,
広島,ＤｅＮＡ,マツダスタジアム,4/20,0,1,,9,走,守,0,0,0,走,上本崇司,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
広島,ＤｅＮＡ,マツダスタジアム,4/20,0,1,,9,守,打,0,0,0,捕,石原慶幸,.240,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
広島,ＤｅＮＡ,マツダスタジアム,4/20,0,1,,9,打,,0,0,0,打,堂林翔太,.417,1,0,0,0,1,0,0,0,0,0,,,,,,,,,,空三振,,
広島,ヤクルト,神宮,4/21,1,1,1,1,,,1,0,0,(遊),田中広輔,.278,4,0,2,0,1,0,0,1,0,0,遊安,,中飛,,,中安,,空三振,,,,
広島,ヤクルト,神宮,4/21,1,1,2,2,,,0,0,0,(二),菊池涼介,.293,4,0,0,0,2,0,0,0,0,0,二ゴロ,,,二ゴロ,,空三振,,,空三振,,,
広島,ヤクルト,神宮,4/21,1,1,3,3,,,0,0,0,(中),丸佳浩,.333,3,0,0,0,2,1,0,0,0,0,空三振,,,四球,,空三振,,,遊飛,,,
広島,ヤクルト,神宮,4/21,1,1,4,4,,,0,0,0,(一),新井貴浩,.305,4,0,1,0,1,0,0,0,0,0,,右飛,,遊併打,,,空三振,,左安,,,
広島,ヤクルト,神宮,4/21,1,1,5,5,,,0,0,0,(右),鈴木誠也,.333,4,1,2,1,0,0,0,0,0,1,,中安,,,左本(1),,左飛,,投ゴロ,,,
広島,ヤクルト,神宮,4/21,1,1,6,6,,,0,0,0,(左),エルドレッド,.362,3,0,1,0,1,0,0,0,0,0,,一邪飛,,,見三振,,左安,,,,,
広島,ヤクルト,神宮,4/21,1,1,7,7,,投,0,0,0,(三),小窪哲也,.195,3,0,1,0,1,0,0,0,0,0,,空三振,,,左安,,投ゴロ,,,,,
広島,ヤクルト,神宮,4/21,1,1,,7,投,,0,0,0,投,薮田和樹,.000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
広島,ヤクルト,神宮,4/21,1,1,8,8,,打,0,0,0,(捕),石原慶幸,.222,2,0,0,0,0,0,0,0,0,0,,,中飛,,二併打,,,,,,,
広島,ヤクルト,神宮,4/21,1,1,,8,打,,0,0,0,打三,安部友裕,.286,1,0,0,0,1,0,0,0,0,0,,,,,,,,空三振,,,,
広島,ヤクルト,神宮,4/21,1,1,9,9,,投,0,0,0,(投),加藤拓也,.000,2,0,0,0,2,0,0,0,0,0,,,空三振,,,空三振,,,,,,
広島,ヤクルト,神宮,4/21,1,1,,9,投,打,0,0,0,投,一岡竜司,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
広島,ヤクルト,神宮,4/21,1,1,,9,打,守,0,0,0,打,松山竜平,.100,1,0,0,0,1,0,0,0,0,0,,,,,,,,空三振,,,,
広島,ヤクルト,神宮,4/21,1,1,,9,守,,0,0,0,捕,會澤翼,.176,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
広島,ヤクルト,神宮,4/22,1,1,1,1,,,0,0,0,(遊),田中広輔,.275,1,0,0,0,0,2,0,0,0,0,四球,,二ゴロ,,四球,,,,,,,
広島,ヤクルト,神宮,4/22,1,1,2,2,,,0,0,0,(二),菊池涼介,.286,2,0,0,0,1,0,1,0,0,0,捕犠打,,中飛,,空三振,,,,,,,
広島,ヤクルト,神宮,4/22,1,1,3,3,,,0,0,0,(中),丸佳浩,.333,3,0,1,0,0,0,0,0,0,0,右飛,,,右２,,二ゴロ,,,,,,
