自TM,相手TM,球場,日付,先,完投,完封,無四球,暴投,ボーク,基準,HA,ナ,回,攻撃,援護,分数,勝敗,名前,防御率,回数,打者,投球,安打,被本,三振,四死,失点,自責,T責除
広島,ＤｅＮＡ,マツダスタジアム,4/18,,0,0,0,0,0,38,0,1,9,1,0,1    ,○,中田廉,1.00,1,4,15,1,0,1,0,0,0,
広島,ＤｅＮＡ,マツダスタジアム,4/19,1,0,0,0,0,0,40,0,1,9,4,0,4    ,●,床田寛樹,5.19,4,15,63,2,0,2,1,2,2,
広島,ＤｅＮＡ,マツダスタジアム,4/19,,0,0,0,0,0,40,0,1,9,2,0,2    ,,ヘーゲンズ,12.00,2,8,30,2,0,1,1,1,1,
広島,ＤｅＮＡ,マツダスタジアム,4/19,,0,0,0,0,0,40,0,1,9,2,0,2    ,,ブレイシア,0.00,2,7,37,0,0,2,1,0,0,
広島,ＤｅＮＡ,マツダスタジアム,4/19,,0,0,0,0,0,40,0,1,9,1,0,1    ,,中田廉,1.80,1,6,30,1,0,0,2,1,1,
広島,ＤｅＮＡ,マツダスタジアム,4/20,1,0,0,0,1,0,42,0,1,10,7,3,7    ,,大瀬良大地,2.25,7,28,118,5,0,8,1,3,1,
広島,ＤｅＮＡ,マツダスタジアム,4/20,,0,0,0,0,0,42,0,1,10,1,0,1    ,H,ジャクソン,0.00,1,3,13,0,0,1,0,0,0,
広島,ＤｅＮＡ,マツダスタジアム,4/20,,0,0,0,0,0,42,0,1,10,1,0,1 1/3,●,今村猛,3.86,1.1,8,36,2,0,2,2,2,2,
広島,ＤｅＮＡ,マツダスタジアム,4/20,,0,0,0,0,0,42,0,1,10,0,0,0 1/3,,飯田哲矢,3.38,0.1,1,2,0,0,0,0,0,0,
広島,ＤｅＮＡ,マツダスタジアム,4/20,,0,0,0,0,0,42,0,1,10,0,0,0 1/3,,一岡竜司,0.00,0.1,1,1,0,0,0,0,0,0,
広島,ヤクルト,神宮,4/21,1,0,0,0,1,0,43,1,1,9,7,1,6    ,●,加藤拓也,3.10,6,27,113,5,1,6,5,3,3,
広島,ヤクルト,神宮,4/21,,0,0,0,0,0,43,1,1,9,2,0,1    ,,一岡竜司,0.00,1,5,18,1,0,1,1,0,0,
広島,ヤクルト,神宮,4/21,,0,0,0,0,0,43,1,1,9,2,0,1    ,,薮田和樹,1.59,1,3,8,0,0,2,0,0,0,
広島,ヤクルト,神宮,4/22,1,0,0,0,0,0,45,1,1,7,7,0,6    ,●,岡田明丈,2.96,6,25,104,6,0,6,1,1,1,
広島,ヤクルト,神宮,4/22,,0,0,0,0,0,45,1,1,7,1,0,0 2/3,,薮田和樹,1.50,0.2,4,23,0,0,1,2,0,0,
広島,ヤクルト,神宮,4/23,1,0,0,0,0,0,47,1,1,9,5,3,4 1/3,,九里亜蓮,3.24,4.1,22,95,8,1,4,1,4,4,
広島,ヤクルト,神宮,4/23,,0,0,0,0,0,47,1,1,9,1,0,0    ,,飯田哲矢,3.38,0,1,3,1,0,0,0,0,0,
広島,ヤクルト,神宮,4/23,,0,0,0,0,0,47,1,1,9,1,0,0 2/3,,中田廉,1.69,0.2,2,7,0,0,1,0,0,0,
広島,ヤクルト,神宮,4/23,,0,0,0,0,0,47,1,1,9,3,0,2    ,○,一岡竜司,0.00,2,7,25,1,0,0,1,0,0,
広島,ヤクルト,神宮,4/23,,0,0,0,0,0,47,1,1,9,2,0,1    ,H,ジャクソン,0.00,1,3,11,0,0,1,0,0,0,
広島,ヤクルト,神宮,4/23,,0,0,0,1,0,47,1,1,9,2,0,1    ,S,今村猛,3.38,1,5,17,0,0,3,1,0,0,
広島,巨人,マツダスタジアム,4/25,1,0,0,0,1,0,50,0,1,9,8,0,8    ,●,野村祐輔,2.42,8,30,110,5,1,3,3,1,1,
広島,巨人,マツダスタジアム,4/25,,0,0,0,0,0,50,0,1,9,1,0,1    ,,薮田和樹,1.38,1,3,9,0,0,1,0,0,0,
広島,巨人,マツダスタジアム,4/26,1,0,0,0,0,0,52,0,1,8,6,6,6    ,○,福井優也,4.50,6,25,93,6,1,1,3,3,3,
広島,巨人,マツダスタジアム,4/26,,0,0,0,0,0,52,0,1,8,1,0,1    ,H,薮田和樹,2.57,1,7,35,4,0,1,0,2,2,
広島,巨人,マツダスタジアム,4/26,,0,0,0,0,0,52,0,1,8,1,0,1    ,H,ジャクソン,0.00,1,3,13,0,0,2,0,0,0,
広島,巨人,マツダスタジアム,4/26,,0,0,0,0,0,52,0,1,8,1,0,1    ,S,今村猛,4.00,1,4,15,1,0,2,0,1,1,
広島,巨人,マツダスタジアム,4/27,1,0,0,0,0,0,54,0,1,8,7,1,7    ,○,大瀬良大地,1.67,7,27,109,4,0,4,3,0,0,
広島,巨人,マツダスタジアム,4/27,,0,0,0,0,0,54,0,1,8,1,0,1    ,H,ジャクソン,0.00,1,4,11,0,0,0,1,0,0,
広島,巨人,マツダスタジアム,4/27,,0,0,0,0,0,54,0,1,8,1,0,1    ,S,今村猛,3.60,1,4,24,0,0,2,1,0,0,
広島,ＤｅＮＡ,横浜,4/28,1,0,0,0,0,0,55,1,1,9,4,1,3 2/3,●,加藤拓也,4.13,3.2,19,74,4,1,4,5,4,4,
広島,ＤｅＮＡ,横浜,4/28,,0,0,0,0,0,55,1,1,9,2,0,1 1/3,,飯田哲矢,9.00,1.1,9,42,5,0,2,0,3,3,
広島,ＤｅＮＡ,横浜,4/28,,0,0,0,0,0,55,1,1,9,4,0,3    ,,ブレイシア,2.00,3,13,37,4,0,3,0,2,2,
広島,ＤｅＮＡ,横浜,4/29,1,0,0,0,1,0,57,1,0,9,9,6,8    ,○,岡田明丈,2.55,8,30,122,6,0,6,1,1,1,
広島,ＤｅＮＡ,横浜,4/29,,0,0,0,0,0,57,1,0,9,2,0,1    ,,薮田和樹,2.40,1,3,6,1,0,0,0,0,0,
広島,ＤｅＮＡ,横浜,4/30,1,0,0,0,1,0,59,1,0,9,5,3,4    ,●,九里亜蓮,4.97,4,21,81,7,1,2,4,7,7,
広島,ＤｅＮＡ,横浜,4/30,,0,0,0,0,0,59,1,0,9,2,0,1    ,,中田廉,1.54,1,4,16,1,0,1,0,0,0,
広島,ＤｅＮＡ,横浜,4/30,,0,0,0,0,0,59,1,0,9,2,0,1    ,,一岡竜司,0.00,1,5,18,2,0,1,0,0,0,
広島,ＤｅＮＡ,横浜,4/30,,0,0,0,0,0,59,1,0,9,2,0,1    ,,ブレイシア,2.70,1,4,12,1,1,0,0,1,1,
広島,ＤｅＮＡ,横浜,4/30,,0,0,0,0,0,59,1,0,9,1,0,0 2/3,,薮田和樹,3.45,0.2,4,17,1,1,1,1,2,2,
広島,ＤｅＮＡ,横浜,4/30,,0,0,0,0,0,59,1,0,9,1,0,0 1/3,,高橋樹也,0.00,0.1,2,7,1,0,1,0,0,0,
広島,中日,マツダスタジアム,5/2,1,0,0,0,0,0,62,0,1,8,7,5,7    ,○,野村祐輔,2.45,7,27,107,6,0,4,1,2,2,
広島,中日,マツダスタジアム,5/2,,0,0,0,0,0,62,0,1,8,1,0,1    ,H,ジャクソン,0.00,1,4,19,1,0,1,0,0,0,
広島,中日,マツダスタジアム,5/2,,0,0,0,0,0,62,0,1,8,1,0,1    ,S,今村猛,3.27,1,5,17,2,0,0,0,0,0,
広島,中日,マツダスタジアム,5/3,1,0,0,0,0,0,64,0,0,8,5,4,5    ,○,中村祐太,5.40,5,22,103,5,1,4,2,3,3,
広島,中日,マツダスタジアム,5/3,,0,0,0,0,0,64,0,0,8,1,0,1    ,H,中田廉,1.42,1,3,13,0,0,1,0,0,0,
広島,中日,マツダスタジアム,5/3,,0,0,0,0,0,64,0,0,8,1,0,1    ,H,一岡竜司,0.00,1,4,17,1,0,1,0,0,0,
広島,中日,マツダスタジアム,5/3,,0,0,0,0,0,64,0,0,8,1,0,1    ,,ジャクソン,0.00,1,3,12,0,0,1,0,0,0,
広島,中日,マツダスタジアム,5/3,,0,0,0,0,0,64,0,0,8,1,0,1    ,,今村猛,3.75,1,4,7,1,1,0,0,1,1,
広島,中日,マツダスタジアム,5/4,1,0,0,0,0,0,66,0,0,8,5,5,5 1/3,,大瀬良大地,3.06,5.1,25,108,4,1,4,4,6,6,
広島,中日,マツダスタジアム,5/4,,0,0,0,0,0,66,0,0,8,0,0,0 2/3,,中田廉,1.35,0.2,3,17,1,0,1,0,0,0,
広島,中日,マツダスタジアム,5/4,,0,0,0,0,0,66,0,0,8,1,0,1    ,,薮田和樹,3.78,1,6,23,1,0,0,2,1,1,
広島,中日,マツダスタジアム,5/4,,0,0,0,0,0,66,0,0,8,1,0,1    ,○,ブレイシア,2.45,1,3,11,0,0,1,0,0,0,
広島,中日,マツダスタジアム,5/4,,0,0,0,0,0,66,0,0,8,1,0,1    ,S,今村猛,3.46,1,3,11,1,0,0,0,0,0,
広島,阪神,甲子園,5/5,1,0,0,0,2,0,67,1,0,9,5,4,4 1/3,,加藤拓也,3.81,4.1,22,89,3,0,5,5,1,1,
広島,阪神,甲子園,5/5,,0,0,0,0,0,67,1,0,9,1,0,0 2/3,H,中田廉,1.29,0.2,2,10,0,0,1,0,0,0,
広島,阪神,甲子園,5/5,,0,0,0,0,0,67,1,0,9,1,0,0 2/3,,ブレイシア,3.86,0.2,5,33,1,0,1,2,2,2,
広島,阪神,甲子園,5/5,,0,0,0,0,0,67,1,0,9,2,0,1 1/3,●,一岡竜司,6.75,1.1,12,45,6,0,1,2,5,5,
広島,阪神,甲子園,5/5,,0,0,0,0,0,67,1,0,9,2,0,1    ,,高橋樹也,0.00,1,3,14,0,0,0,0,0,0,
広島,阪神,甲子園,5/6,1,0,0,0,1,2,69,1,0,9,6,9,5 2/3,,岡田明丈,3.73,5.2,26,109,4,0,5,7,7,7,
広島,阪神,甲子園,5/6,,0,0,0,0,0,69,1,0,9,1,0,0    ,,中田廉,1.93,0,2,13,1,0,0,1,1,1,
広島,阪神,甲子園,5/6,,0,0,0,0,0,69,1,0,9,2,0,1 1/3,●,薮田和樹,3.50,1.1,8,27,4,0,0,0,3,0,
広島,阪神,甲子園,5/6,,0,0,0,0,0,69,1,0,9,2,0,1    ,,オスカル,9.00,1,4,25,1,0,0,0,1,1,
広島,阪神,甲子園,5/7,1,0,0,0,0,0,71,1,0,9,6,0,5 1/3,●,九里亜蓮,5.50,5.1,24,104,5,0,3,3,5,5,
広島,阪神,甲子園,5/7,,0,0,0,0,0,71,1,0,9,1,0,0 2/3,,オスカル,5.40,0.2,2,11,0,0,0,0,0,0,
広島,阪神,甲子園,5/7,,0,0,0,0,0,71,1,0,9,3,0,2    ,,高橋樹也,2.70,2,9,36,2,0,1,1,1,1,
広島,ヤクルト,神宮,5/9,1,0,0,0,0,0,73,1,1,12,8,2,7    ,,野村祐輔,2.25,7,26,112,5,0,4,1,2,1,
広島,ヤクルト,神宮,5/9,,0,0,0,0,0,73,1,1,12,2,0,1    ,H,ジャクソン,0.00,1,3,17,0,0,1,1,0,0,
広島,ヤクルト,神宮,5/9,,0,0,0,1,0,73,1,1,12,2,0,1    ,H,今村猛,3.21,1,5,18,0,0,2,2,0,0,
広島,ヤクルト,神宮,5/9,,0,0,0,0,0,73,1,1,12,2,0,1    ,H,一岡竜司,5.87,1,4,20,0,0,2,1,0,0,
広島,ヤクルト,神宮,5/9,,0,0,0,0,0,73,1,1,12,2,0,1    ,H,薮田和樹,3.32,1,5,20,0,0,1,1,0,0,
広島,ヤクルト,神宮,5/9,,0,0,0,0,0,73,1,1,12,1,0,0    ,●,中田廉,2.57,0,1,4,1,1,0,0,1,1,
広島,ヤクルト,神宮,5/10,1,0,0,0,1,0,75,1,1,9,6,5,5    ,,大瀬良大地,4.10,5,25,92,5,2,3,4,6,6,
広島,ヤクルト,神宮,5/10,,0,0,0,0,0,75,1,1,9,3,0,2    ,○,薮田和樹,3.00,2,9,35,1,0,0,2,0,0,
広島,ヤクルト,神宮,5/10,,0,0,0,0,0,75,1,1,9,2,0,1    ,H,ジャクソン,0.00,1,3,10,0,0,0,0,0,0,
広島,ヤクルト,神宮,5/10,,0,0,0,0,0,75,1,1,9,2,0,1    ,S,今村猛,3.00,1,7,26,1,0,0,2,1,0,
広島,ヤクルト,神宮,5/11,1,0,0,0,0,0,77,1,1,9,7,2,6    ,●,福井優也,6.75,6,32,106,10,0,4,4,7,6,
広島,ヤクルト,神宮,5/11,,0,0,0,0,0,77,1,1,9,3,0,2    ,,高橋樹也,10.13,2,13,54,5,0,3,2,5,5,
広島,巨人,マツダスタジアム,5/13,1,0,0,0,1,0,82,0,0,8,7,5,7    ,○,岡田明丈,3.56,7,28,103,5,1,8,2,2,2,
広島,巨人,マツダスタジアム,5/13,,0,0,0,0,0,82,0,0,8,1,0,1    ,H,ジャクソン,0.00,1,3,6,0,0,0,0,0,0,
広島,巨人,マツダスタジアム,5/13,,0,0,0,0,0,82,0,0,8,1,0,1    ,,一岡竜司,5.19,1,3,5,1,0,0,0,0,0,
広島,巨人,マツダスタジアム,5/14,1,0,0,0,0,0,84,0,0,8,6,3,6    ,○,九里亜蓮,4.91,6,25,102,3,0,5,4,1,1,
広島,巨人,マツダスタジアム,5/14,,0,0,0,0,0,84,0,0,8,1,0,1    ,H,一岡竜司,4.66,1,4,13,1,0,1,0,0,0,
広島,巨人,マツダスタジアム,5/14,,0,0,0,0,0,84,0,0,8,1,0,1    ,,ジャクソン,0.00,1,3,9,0,0,0,0,0,0,
広島,巨人,マツダスタジアム,5/14,,0,0,0,0,0,84,0,0,8,1,0,1    ,,今村猛,2.81,1,3,9,0,0,1,0,0,0,
広島,ＤｅＮＡ,尾道,5/16,1,0,0,0,0,0,86,0,1,8,7,5,7    ,○,野村祐輔,1.91,7,28,114,5,0,8,2,1,0,
広島,ＤｅＮＡ,尾道,5/16,,0,0,0,0,0,86,0,1,8,1,0,1    ,,ジャクソン,0.00,1,3,6,0,0,0,0,0,0,
広島,ＤｅＮＡ,尾道,5/16,,0,0,0,0,0,86,0,1,8,1,0,1    ,,ブレイシア,3.55,1,4,15,0,0,0,1,0,0,
広島,ＤｅＮＡ,マツダスタジアム,5/17,1,0,0,0,0,0,88,0,1,10,7,4,7    ,,大瀬良大地,3.65,7,24,77,3,1,3,0,1,1,
広島,ＤｅＮＡ,マツダスタジアム,5/17,,0,0,0,0,0,88,0,1,10,1,0,1    ,H,ジャクソン,0.00,1,4,14,1,0,0,0,0,0,
広島,ＤｅＮＡ,マツダスタジアム,5/17,,0,0,0,0,0,88,0,1,10,1,0,1    ,,今村猛,3.71,1,6,15,2,0,1,1,3,2,
広島,ＤｅＮＡ,マツダスタジアム,5/17,,0,0,0,0,0,88,0,1,10,1,0,1    ,●,一岡竜司,4.22,1,6,19,0,0,1,2,1,0,
広島,ＤｅＮＡ,マツダスタジアム,5/18,1,0,0,0,0,0,90,0,1,8,6,9,6    ,○,中村祐太,4.09,6,25,105,7,0,7,2,2,2,
広島,ＤｅＮＡ,マツダスタジアム,5/18,,0,0,0,0,0,90,0,1,8,1,0,1    ,,中田廉,2.40,1,3,10,0,0,2,0,0,0,
広島,ＤｅＮＡ,マツダスタジアム,5/18,,0,0,0,0,0,90,0,1,8,1,0,1    ,,薮田和樹,2.86,1,3,12,0,0,2,0,0,0,
広島,ＤｅＮＡ,マツダスタジアム,5/18,,0,0,0,0,0,90,0,1,8,1,0,1    ,,ブレイシア,3.29,1,5,14,2,0,0,0,0,0,
広島,中日,ナゴヤドーム,5/19,1,0,0,0,0,0,91,1,1,10,6,2,5    ,,岡田明丈,3.57,5,22,88,7,0,4,2,2,2,
広島,中日,ナゴヤドーム,5/19,,0,0,0,0,0,91,1,1,10,2,0,1    ,,中田廉,2.81,1,4,11,1,1,2,0,1,1,
広島,中日,ナゴヤドーム,5/19,,0,0,0,0,0,91,1,1,10,3,0,2    ,,一岡竜司,3.55,2,7,31,1,0,2,0,0,0,
広島,中日,ナゴヤドーム,5/19,,0,0,0,0,0,91,1,1,10,2,0,1    ,H,今村猛,3.50,1,3,13,0,0,2,0,0,0,
広島,中日,ナゴヤドーム,5/19,,0,0,0,0,0,91,1,1,10,1,0,0 2/3,●,ジャクソン,0.98,0.2,4,9,2,1,0,0,2,2,
広島,中日,ナゴヤドーム,5/20,1,0,0,0,0,0,93,1,0,9,8,1,7    ,●,九里亜蓮,4.37,7,27,117,8,0,4,1,2,1,
広島,中日,ナゴヤドーム,5/20,,0,0,0,0,0,93,1,0,9,2,0,1    ,,薮田和樹,2.74,1,6,20,1,0,1,2,0,0,
広島,中日,ナゴヤドーム,5/21,1,0,0,0,0,0,95,1,0,9,7,2,6    ,●,福井優也,6.00,6,26,98,6,0,6,1,4,3,
広島,中日,ナゴヤドーム,5/21,,0,0,0,0,0,95,1,0,9,2,0,1    ,,一岡竜司,3.95,1,6,24,1,0,1,2,1,1,
広島,中日,ナゴヤドーム,5/21,,0,0,0,0,0,95,1,0,9,2,0,1    ,,薮田和樹,3.38,1,6,19,2,1,0,1,2,2,
広島,ヤクルト,マツダスタジアム,5/23,1,0,0,0,0,0,98,0,1,8,3,2,3    ,,野村祐輔,2.16,3,16,51,6,0,3,1,2,2,
広島,ヤクルト,マツダスタジアム,5/23,,0,0,0,0,0,98,0,1,8,3,0,3    ,○,薮田和樹,3.00,3,11,40,2,0,2,0,0,0,
広島,ヤクルト,マツダスタジアム,5/23,,0,0,0,0,0,98,0,1,8,1,0,1    ,H,中﨑翔太,2.70,1,4,14,0,0,1,1,0,0,
広島,ヤクルト,マツダスタジアム,5/23,,0,0,0,0,0,98,0,1,8,1,0,1    ,H,ジャクソン,0.93,1,5,18,1,0,2,1,0,0,
広島,ヤクルト,マツダスタジアム,5/23,,0,0,0,0,0,98,0,1,8,1,0,1    ,S,今村猛,3.32,1,4,12,1,0,0,0,0,0,
広島,ヤクルト,マツダスタジアム,5/24,1,0,0,0,0,0,100,0,1,8,6,4,6    ,○,大瀬良大地,3.22,6,22,96,3,0,6,1,0,0,
広島,ヤクルト,マツダスタジアム,5/24,,0,0,0,0,0,100,0,1,8,1,0,1    ,,中﨑翔太,3.52,1,4,12,1,0,0,0,1,1,
広島,ヤクルト,マツダスタジアム,5/24,,0,0,0,0,0,100,0,1,8,1,0,1    ,H,ジャクソン,0.89,1,4,15,1,0,1,0,0,0,
広島,ヤクルト,マツダスタジアム,5/24,,0,0,0,0,0,100,0,1,8,1,0,1    ,,今村猛,3.15,1,3,13,0,0,0,0,0,0,
広島,巨人,東京ドーム,5/26,1,0,0,0,0,0,101,1,1,9,8,7,7    ,○,岡田明丈,3.30,7,26,106,6,0,6,1,1,1,
広島,巨人,東京ドーム,5/26,,0,0,0,0,0,101,1,1,9,2,0,1    ,,一岡竜司,4.30,1,5,14,2,0,1,0,1,1,
広島,巨人,東京ドーム,5/26,,0,0,0,0,0,101,1,1,9,2,0,1    ,,中田廉,2.65,1,3,8,0,0,0,0,0,0,
広島,巨人,東京ドーム,5/27,1,0,0,0,0,0,103,1,1,9,9,9,8    ,○,九里亜蓮,3.74,8,30,118,3,0,4,4,0,0,
広島,巨人,東京ドーム,5/27,,0,0,0,0,0,103,1,1,9,2,0,1    ,,ブレイシア,3.07,1,4,14,1,0,0,0,0,0,
広島,巨人,東京ドーム,5/28,1,0,0,0,0,0,105,1,0,10,6,0,5    ,,中村祐太,3.94,5,20,81,5,0,1,1,2,2,
広島,巨人,東京ドーム,5/28,,0,0,0,0,0,105,1,0,10,2,0,1    ,,中田廉,2.50,1,6,27,1,0,2,2,0,0,
広島,巨人,東京ドーム,5/28,,0,0,0,0,0,105,1,0,10,2,0,1    ,H,中﨑翔太,3.12,1,4,18,0,0,1,1,0,0,
広島,巨人,東京ドーム,5/28,,0,0,0,0,0,105,1,0,10,2,0,1    ,H,ジャクソン,0.84,1,3,12,0,0,1,0,0,0,
広島,巨人,東京ドーム,5/28,,0,0,0,0,0,105,1,0,10,2,0,1    ,○,今村猛,3.00,1,3,10,0,0,1,0,0,0,
広島,巨人,東京ドーム,5/28,,0,0,0,0,0,105,1,0,10,2,0,1    ,S,一岡竜司,4.02,1,3,18,0,0,1,0,0,0,
広島,西武,メットライフ,5/30,1,0,0,0,0,0,107,1,1,9,7,1,6    ,○,薮田和樹,2.45,6,25,93,5,0,4,2,0,0,
広島,西武,メットライフ,5/30,,0,0,0,0,0,107,1,1,9,2,0,1    ,H,中﨑翔太,2.79,1,3,13,0,0,0,0,0,0,
広島,西武,メットライフ,5/30,,0,0,0,0,0,107,1,1,9,2,0,1    ,H,ジャクソン,0.81,1,3,17,0,0,2,0,0,0,
広島,西武,メットライフ,5/30,,0,0,0,0,0,107,1,1,9,2,0,1    ,,今村猛,2.86,1,4,19,0,0,1,1,0,0,
広島,西武,メットライフ,5/31,1,0,0,0,1,0,109,1,1,9,6,8,5    ,○,大瀬良大地,2.93,5,21,104,4,0,2,2,1,0,
広島,西武,メットライフ,5/31,,0,0,0,0,0,109,1,1,9,2,0,1    ,,一岡竜司,3.78,1,5,31,0,0,2,2,0,0,
広島,西武,メットライフ,5/31,,0,0,0,0,0,109,1,1,9,2,0,1    ,,中田廉,2.37,1,3,10,1,0,1,0,0,0,
広島,西武,メットライフ,5/31,,0,0,0,0,0,109,1,1,9,3,0,2    ,,ブレイシア,2.70,2,9,31,2,1,2,0,3,0,
広島,西武,メットライフ,6/1,1,1,0,0,0,0,111,1,1,9,9,2,8    ,●,岡田明丈,3.44,8,33,127,6,0,5,5,4,4,
広島,ロッテ,マツダスタジアム,6/2,1,0,0,0,0,0,114,0,1,12,5,4,5    ,,九里亜蓮,4.03,5,25,102,8,0,3,3,4,4,
広島,ロッテ,マツダスタジアム,6/2,,0,0,0,0,0,114,0,1,12,1,0,1    ,H,一岡竜司,3.57,1,3,14,0,0,1,0,0,0,
広島,ロッテ,マツダスタジアム,6/2,,0,0,0,0,0,114,0,1,12,1,0,1    ,H,中﨑翔太,2.53,1,4,16,0,0,1,1,0,0,
広島,ロッテ,マツダスタジアム,6/2,,0,0,0,0,0,114,0,1,12,1,0,1    ,H,ジャクソン,0.77,1,4,16,1,0,1,1,0,0,
広島,ロッテ,マツダスタジアム,6/2,,0,0,0,0,0,114,0,1,12,1,0,1    ,H,今村猛,2.74,1,6,26,1,0,2,2,0,0,
広島,ロッテ,マツダスタジアム,6/2,,0,0,0,0,0,114,0,1,12,2,0,2    ,H,中田廉,2.14,2,8,32,1,0,3,1,0,0,
広島,ロッテ,マツダスタジアム,6/2,,0,0,0,0,0,114,0,1,12,1,0,1    ,●,ブレイシア,3.06,1,5,12,2,0,0,0,1,1,
広島,ロッテ,マツダスタジアム,6/3,1,0,0,0,1,0,116,0,0,8,5,3,5    ,,野村祐輔,2.45,5,27,122,7,0,7,5,4,3,
広島,ロッテ,マツダスタジアム,6/3,,0,0,0,0,0,116,0,0,8,1,0,1    ,○,一岡竜司,3.38,1,3,15,0,0,1,0,0,0,
広島,ロッテ,マツダスタジアム,6/3,,0,0,0,0,0,116,0,0,8,1,0,1    ,H,中﨑翔太,2.31,1,3,14,0,0,0,0,0,0,
広島,ロッテ,マツダスタジアム,6/3,,0,0,0,0,0,116,0,0,8,1,0,1    ,H,ジャクソン,0.74,1,3,14,0,0,0,0,0,0,
広島,ロッテ,マツダスタジアム,6/3,,0,0,0,0,0,116,0,0,8,1,0,1    ,S,今村猛,3.00,1,4,9,1,1,0,0,1,1,
広島,ロッテ,マツダスタジアム,6/4,1,0,0,0,0,0,118,0,0,8,6,6,6    ,○,中村祐太,2.86,6,25,98,4,0,5,3,1,0,
広島,ロッテ,マツダスタジアム,6/4,,0,0,0,0,0,118,0,0,8,1,0,1    ,,中﨑翔太,2.13,1,4,13,0,0,0,0,0,0,
広島,ロッテ,マツダスタジアム,6/4,,0,0,0,0,0,118,0,0,8,1,0,1    ,,中田廉,2.05,1,4,10,1,0,0,0,0,0,
広島,ロッテ,マツダスタジアム,6/4,,0,0,0,0,0,118,0,0,8,1,0,1    ,,ブレイシア,2.89,1,4,15,1,0,2,0,0,0,
広島,日本ハム,札幌ドーム,6/6,1,0,0,0,0,0,119,1,1,9,7,4,6    ,○,薮田和樹,2.77,6,25,116,3,0,4,4,3,3,
広島,日本ハム,札幌ドーム,6/6,,0,0,0,0,0,119,1,1,9,2,0,1    ,H,中﨑翔太,1.98,1,4,14,1,0,0,0,0,0,
広島,日本ハム,札幌ドーム,6/6,,0,0,0,0,0,119,1,1,9,2,0,1    ,H,ジャクソン,0.71,1,4,13,1,0,1,0,0,0,
広島,日本ハム,札幌ドーム,6/6,,0,0,0,0,0,119,1,1,9,2,0,1    ,S,今村猛,2.88,1,3,11,1,0,1,0,0,0,
広島,日本ハム,札幌ドーム,6/7,1,0,0,0,0,0,121,1,1,9,8,8,7    ,○,大瀬良大地,3.03,7,28,104,5,0,2,2,3,3,
広島,日本ハム,札幌ドーム,6/7,,0,0,0,0,0,121,1,1,9,2,0,1    ,,一岡竜司,3.20,1,3,16,0,0,0,0,0,0,
広島,日本ハム,札幌ドーム,6/7,,0,0,0,0,0,121,1,1,9,2,0,1    ,,中田廉,1.96,1,3,11,0,0,1,0,0,0,
広島,日本ハム,札幌ドーム,6/8,1,0,0,0,0,0,123,1,1,9,7,4,6    ,○,岡田明丈,3.28,6,24,117,5,0,4,4,1,1,
広島,日本ハム,札幌ドーム,6/8,,0,0,0,0,0,123,1,1,9,2,0,1    ,H,中﨑翔太,1.84,1,3,14,0,0,0,0,0,0,
広島,日本ハム,札幌ドーム,6/8,,0,0,0,1,0,123,1,1,9,2,0,1    ,H,ジャクソン,1.37,1,6,29,3,0,1,0,2,2,
広島,日本ハム,札幌ドーム,6/8,,0,0,0,0,0,123,1,1,9,2,0,1    ,S,今村猛,2.77,1,4,16,1,0,3,0,0,0,
広島,楽天,Koboパーク宮城,6/9,1,0,0,0,0,0,125,1,1,9,7,6,6    ,○,ジョンソン,6.52,6,27,109,6,0,3,2,2,2,
広島,楽天,Koboパーク宮城,6/9,,0,0,0,0,0,125,1,1,9,2,0,1    ,,中﨑翔太,1.72,1,4,17,1,0,1,0,0,0,
広島,楽天,Koboパーク宮城,6/9,,0,0,0,0,0,125,1,1,9,2,0,1    ,,中田廉,1.88,1,4,13,1,0,0,0,0,0,
広島,楽天,Koboパーク宮城,6/9,,0,0,0,0,0,125,1,1,9,2,0,1    ,,九里亜蓮,4.11,1,5,21,2,0,1,0,1,1,
広島,楽天,Koboパーク宮城,6/10,1,0,0,0,0,0,127,1,0,9,8,1,7 1/3,●,野村祐輔,2.45,7.1,29,126,6,1,5,1,2,2,
広島,楽天,Koboパーク宮城,6/10,,0,0,0,0,0,127,1,0,9,1,0,0 2/3,,一岡竜司,3.10,0.2,2,11,0,0,1,0,0,0,
広島,楽天,Koboパーク宮城,6/11,1,0,0,0,0,0,129,1,0,9,6,2,5 2/3,,中村祐太,2.60,5.2,24,93,3,0,2,4,2,1,
広島,楽天,Koboパーク宮城,6/11,,0,0,0,0,0,129,1,0,9,1,0,0 1/3,H,中田廉,1.85,0.1,1,2,0,0,0,0,0,0,
広島,楽天,Koboパーク宮城,6/11,,0,0,0,0,0,129,1,0,9,2,0,1    ,,中﨑翔太,2.16,1,6,20,2,0,0,1,1,1,
広島,楽天,Koboパーク宮城,6/11,,0,0,0,0,0,129,1,0,9,2,0,1    ,●,ジャクソン,1.65,1,5,15,2,0,0,1,1,1,
広島,オリックス,三次,6/13,1,0,0,0,0,0,132,0,1,8,8,1,8    ,○,薮田和樹,2.30,8,29,115,3,0,11,2,0,0,
広島,オリックス,三次,6/13,,0,0,0,0,0,132,0,1,8,1,0,1    ,S,今村猛,2.67,1,5,16,1,0,2,1,0,0,
広島,オリックス,マツダスタジアム,6/14,1,0,0,0,0,0,134,0,1,12,6,6,6 2/3,,大瀬良大地,3.13,6.2,26,101,7,2,3,1,3,3,
